,geonameid,name,asciiname,latitude,longitude,feature_code,country_code,population,timezone
32122,1529167,Tacheng,Tacheng,46.74535,82.95847,PPLA2,CN,161037,Asia/Urumqi
32125,1529195,Shihezi,Shihezi,44.3023,86.03694,PPLA3,CN,572772,Asia/Urumqi
32149,1529363,Xincheng,Xincheng,41.71497,82.93249,PPLA3,CN,102752,Asia/Urumqi
32151,1529376,Korla,Korla,41.76055,86.15231,PPLA2,CN,549324,Asia/Urumqi
32160,1529401,Karamay,Karamay,45.58473,84.88724,PPLA2,CN,261445,Asia/Urumqi
32169,1529435,Ghulja,Ghulja,43.91515,81.32151,PPLA2,CN,269158,Asia/Urumqi
32180,1529484,Hami,Hami,42.83393,93.50601,PPL,CN,246373,Asia/Urumqi
32194,1529531,Dunhuang,Dunhuang,40.16667,94.68333,PPLA3,CN,186027,Asia/Shanghai
32200,1529569,Changji,Changji,44.00782,87.30461,PPLA2,CN,198776,Asia/Urumqi
32216,1529641,Ālā'ĕr,Ala'er,40.54184,81.26566,PPLA3,CN,126259,Asia/Urumqi
32219,1529651,Jinshanlu,Jinshanlu,47.8505,88.13286,PPLA3,CN,190064,Asia/Urumqi
32220,1529660,Aqsu,Aqsu,41.18418,80.27921,PPLA2,CN,535657,Asia/Urumqi
32672,1783621,Zunyi,Zunyi,27.68667,106.90722,PPLA2,CN,2037775,Asia/Shanghai
32678,1783633,Zoucheng,Zoucheng,35.40056,116.96556,PPL,CN,277400,Asia/Shanghai
32690,1783683,Ziyang,Ziyang,30.12108,104.64811,PPLA2,CN,905729,Asia/Shanghai
32695,1783700,Zitong,Zitong,30.1782,105.82991,PPLA3,CN,212819,Asia/Shanghai
32705,1783745,Zigong,Zigong,29.34162,104.77689,PPL,CN,1262064,Asia/Shanghai
32709,1783763,Zhuzhou,Zhuzhou,27.83333,113.15,PPLA2,CN,1129687,Asia/Shanghai
32737,1783873,Zhumadian,Zhumadian,32.97944,114.02944,PPLA2,CN,721670,Asia/Shanghai
32750,1783934,Shangqiu,Shangqiu,34.45,115.65,PPL,CN,1536392,Asia/Shanghai
32751,1783940,Zhuji,Zhuji,29.71877,120.24233,PPLA3,CN,110721,Asia/Shanghai
32761,1783988,Zhucheng,Zhucheng,35.99472,119.3975,PPLA3,CN,499285,Asia/Shanghai
32794,1784130,Zhoukou,Zhoukou,33.63333,114.63333,PPLA2,CN,505171,Asia/Shanghai
32802,1784178,Zhoucun,Zhoucun,36.81667,117.81667,PPL,CN,122402,Asia/Shanghai
32804,1784185,Yuxi,Yuxi,24.355,102.54222,PPLA3,CN,103829,Asia/Shanghai
32851,1784393,Zhonghe,Zhonghe,28.45049,108.98901,PPLA3,CN,105003,Asia/Shanghai
32891,1784554,Zhicheng,Zhicheng,30.29556,111.50472,PPLA4,CN,159383,Asia/Shanghai
32896,1784580,Zhenzhou,Zhenzhou,32.28034,119.16999,PPLA3,CN,176006,Asia/Shanghai
32906,1784617,Zhenping,Zhenping,33.03457,112.22763,PPLA3,CN,181528,Asia/Shanghai
32909,1784642,Zhenjiang,Zhenjiang,32.21086,119.45508,PPLA2,CN,950516,Asia/Shanghai
32912,1784658,Zhengzhou,Zhengzhou,34.75778,113.64861,PPLA,CN,4253913,Asia/Shanghai
32923,1784712,Zhengding,Zhengding,38.14501,114.56556,PPLA3,CN,193524,Asia/Shanghai
32941,1784820,Xinghua,Xinghua,32.93917,119.83417,PPL,CN,105918,Asia/Shanghai
32946,1784841,Zhaotong,Zhaotong,27.31667,103.71667,PPL,CN,787845,Asia/Shanghai
32949,1784853,Zhaoqing,Zhaoqing,23.04893,112.46091,PPLA2,CN,1553109,Asia/Shanghai
32963,1784953,Zhaoyuan,Zhaoyuan,37.36497,120.40997,PPLA3,CN,120000,Asia/Shanghai
32971,1784990,Zhanjiang,Zhanjiang,21.23391,110.38749,PPLA2,CN,1400709,Asia/Shanghai
32978,1785018,Zhangzhou,Zhangzhou,24.51333,117.65556,PPLA2,CN,589831,Asia/Shanghai
32982,1785036,Zhangye,Zhangye,38.93417,100.45167,PPLA2,CN,507433,Asia/Shanghai
33019,1785286,Zibo,Zibo,36.79056,118.06333,PPL,CN,3129228,Asia/Shanghai
33022,1785294,Anyang,Anyang,36.096,114.38278,PPLA2,CN,1146839,Asia/Shanghai
33040,1785412,Zhabei,Zhabei,31.25861,121.45972,PPLX,CN,840000,Asia/Shanghai
33052,1785453,Zaozhuang,Zaozhuang,34.86472,117.55417,PPL,CN,899753,Asia/Shanghai
33053,1785462,Zaoyang,Zaoyang,32.12722,112.75417,PPL,CN,184509,Asia/Shanghai
33072,1785545,Yuyao,Yuyao,30.05,121.14944,PPLA3,CN,114177,Asia/Shanghai
33097,1785623,Kunshan,Kunshan,31.37762,120.95431,PPLA3,CN,2092496,Asia/Shanghai
33126,1785710,Jinghong,Jinghong,22.00265,100.7697,PPLA3,CN,205523,Asia/Shanghai
33128,1785716,Pizhou,Pizhou,34.31139,117.95028,PPLA3,CN,343421,Asia/Shanghai
33131,1785725,Yunfu,Yunfu,22.92787,112.03809,PPLA2,CN,2612800,Asia/Shanghai
33133,1785738,Yuncheng,Yuncheng,35.02306,110.99278,PPLA2,CN,680036,Asia/Shanghai
33139,1785781,Yulin,Yulin,22.6305,110.14686,PPLA3,CN,1056743,Asia/Shanghai
33169,1785974,Yuci,Yuci,37.68028,112.73194,PPLX,CN,235929,Asia/Shanghai
33186,1786067,Qianjiang,Qianjiang,30.421,112.8919,PPLA4,CN,179079,Asia/Shanghai
33194,1786112,Heyuan,Heyuan,23.73333,114.68333,PPLA2,CN,463907,Asia/Shanghai
33215,1786217,Yongzhou,Yongzhou,26.42389,111.61306,PPLA2,CN,1020715,Asia/Shanghai
33263,1786378,Yongchuan,Yongchuan,29.35376,105.89392,PPLA3,CN,192954,Asia/Shanghai
33266,1786395,Yong’an,Yong'an,31.01894,109.45949,PPLA3,CN,144314,Asia/Shanghai
33307,1786546,Zhongxiang,Zhongxiang,31.16611,112.58306,PPL,CN,108883,Asia/Shanghai
33311,1786577,Yingtan,Yingtan,28.23333,117.0,PPLA2,CN,214229,Asia/Shanghai
33324,1786640,Chengzhong,Chengzhong,30.94454,113.55284,PPLA4,CN,265886,Asia/Shanghai
33326,1786657,Yinchuan,Yinchuan,38.46806,106.27306,PPLA,CN,1487579,Asia/Shanghai
33338,1786731,Qingzhou,Qingzhou,36.69667,118.47972,PPL,CN,236406,Asia/Shanghai
33343,1786746,Yichun,Yichun,27.83333,114.4,PPLA2,CN,1045952,Asia/Shanghai
33348,1786760,Yixing,Yixing,31.36059,119.82016,PPLA3,CN,1285785,Asia/Shanghai
33349,1786764,Yichang,Yichang,30.71444,111.28472,PPLA2,CN,1350150,Asia/Shanghai
33350,1786770,Yibin,Yibin,28.7593,104.63994,PPLA3,CN,836340,Asia/Shanghai
33351,1786778,Yezhou,Yezhou,30.60369,109.72333,PPLA3,CN,104839,Asia/Shanghai
33398,1787031,Yanzhou,Yanzhou,35.55278,116.82861,PPL,CN,254788,Asia/Shanghai
33414,1787093,Yantai,Yantai,37.47649,121.44081,PPL,CN,2227733,Asia/Shanghai
33443,1787227,Yangzhou,Yangzhou,32.39722,119.43583,PPL,CN,1584237,Asia/Shanghai
33467,1787323,Yangshuo,Yangshuo,24.78081,110.48967,PPLS,CN,300000,Asia/Shanghai
33468,1787331,Zhangjiagang,Zhangjiagang,31.865,120.53889,PPLA3,CN,1432044,Asia/Shanghai
33471,1787351,Yangquan,Yangquan,37.8575,113.56333,PPLA2,CN,731228,Asia/Shanghai
33542,1787746,Yancheng,Yancheng,33.3575,120.1573,PPLA2,CN,1615717,Asia/Shanghai
33544,1787765,Yan’an,Yan'an,36.59889,109.49167,PPLA2,CN,475234,Asia/Shanghai
33555,1787816,Ya'an,Ya'an,29.98521,102.999,PPLA2,CN,612056,Asia/Shanghai
33557,1787824,Tongshan,Tongshan,34.18045,117.15707,PPLA3,CN,329661,Asia/Shanghai
33558,1787828,Xuyong,Xuyong,28.16992,105.43452,PPLA3,CN,108352,Asia/Shanghai
33567,1787858,Shangrao,Shangrao,28.45179,117.94287,PPLA2,CN,1116486,Asia/Shanghai
33576,1787901,Xunchang,Xunchang,28.45433,104.71498,PPLA3,CN,118664,Asia/Shanghai
33608,1788046,Xuchang,Xuchang,34.03189,113.86299,PPLA2,CN,1265536,Asia/Shanghai
33614,1788081,Xuancheng,Xuancheng,30.9525,118.75528,PPLA2,CN,774332,Asia/Shanghai
33638,1788245,Xiuying,Xiuying,20.00073,110.29359,PPL,CN,290000,Asia/Shanghai
33645,1788268,Xiulin,Xiulin,29.71667,112.4,PPL,CN,122411,Asia/Shanghai
33681,1788450,Xinzhou,Xinzhou,38.40917,112.73333,PPLA2,CN,544683,Asia/Shanghai
33698,1788492,Xinzhai,Xinzhai,36.4,118.61667,PPL,CN,100168,Asia/Shanghai
33701,1788508,Xinyu,Xinyu,27.80429,114.93335,PPLA2,CN,839488,Asia/Shanghai
33705,1788534,Xinyang,Xinyang,32.12278,114.06556,PPL,CN,1230042,Asia/Shanghai
33714,1788572,Xinxiang,Xinxiang,35.19033,113.80151,PPLA2,CN,1047088,Asia/Shanghai
33726,1788618,Xintai,Xintai,35.90056,117.75194,PPL,CN,222459,Asia/Shanghai
33772,1788816,Xinji,Xinji,37.92595,115.21907,PPLA3,CN,145911,Asia/Shanghai
33778,1788852,Xining,Xining,36.62554,101.75739,PPLA,CN,1677177,Asia/Shanghai
33800,1788927,Xingtai,Xingtai,37.06217,114.49272,PPLA2,CN,798770,Asia/Shanghai
33829,1789065,Ankang,Ankang,32.68,109.01722,PPLA2,CN,870126,Asia/Shanghai
33849,1789137,Xindi,Xindi,29.81667,113.46667,PPL,CN,175761,Asia/Shanghai
33885,1789262,Xinyi,Xinyi,34.38424,118.34617,PPLA3,CN,300511,Asia/Shanghai
33890,1789273,Sanshui,Sanshui,23.15486,112.89161,PPL,CN,153714,Asia/Shanghai
33925,1789496,Xigang,Xigang,38.55258,106.34805,PPLA3,CN,112061,Asia/Shanghai
33953,1789647,Xichang,Xichang,27.89642,102.26341,PPLA2,CN,481796,Asia/Shanghai
33963,1789703,Xiazhen,Xiazhen,34.80222,117.11167,PPL,CN,125667,Asia/Shanghai
34055,1790251,Jinfeng,Jinfeng,28.2385,116.60054,PPLA3,CN,127076,Asia/Shanghai
34056,1790254,Xiaogan,Xiaogan,30.92689,113.92221,PPLA2,CN,908266,Asia/Shanghai
34077,1790353,Xianyang,Xianyang,34.33778,108.70261,PPLA3,CN,1034081,Asia/Shanghai
34087,1790371,Xiantao,Xiantao,30.3708,113.44294,PPL,CN,239406,Asia/Shanghai
34096,1790396,Xianning,Xianning,29.84347,114.32201,PPLA2,CN,512517,Asia/Shanghai
34106,1790437,Zhuhai,Zhuhai,22.27694,113.56778,PPLA2,CN,2207090,Asia/Shanghai
34107,1790442,Xiangcheng,Xiangcheng,25.46687,100.56248,PPLA3,CN,121959,Asia/Shanghai
34116,1790492,Xiangtan,Xiangtan,27.85,112.9,PPLA2,CN,959303,Asia/Shanghai
34143,1790587,Xiangyang,Xiangyang,32.0422,112.14479,PPLA2,CN,1294733,Asia/Shanghai
34151,1790630,Xi’an,Xi'an,34.25833,108.92861,PPLA,CN,9600000,Asia/Shanghai
34157,1790645,Xiamen,Xiamen,24.47979,118.08187,PPLA2,CN,4617251,Asia/Shanghai
34196,1790840,Wuzhou,Wuzhou,23.48054,111.28848,PPLA2,CN,761948,Asia/Shanghai
34212,1790894,Wuxue,Wuxue,29.85058,115.5525,PPLA3,CN,220661,Asia/Shanghai
34218,1790920,Wushan,Wushan,31.07749,109.87639,PPLA3,CN,117873,Asia/Shanghai
34219,1790923,Wuxi,Wuxi,31.56887,120.28857,PPLA2,CN,4396835,Asia/Shanghai
34240,1791056,Dongyang,Dongyang,29.26778,120.22528,PPLA3,CN,130387,Asia/Shanghai
34250,1791121,Changde,Changde,29.03205,111.69844,PPLA3,CN,1457419,Asia/Shanghai
34270,1791236,Wuhu,Wuhu,31.35259,118.42947,PPLA2,CN,1598165,Asia/Shanghai
34272,1791247,Wuhan,Wuhan,30.58333,114.26667,PPLA,CN,10392693,Asia/Shanghai
34273,1791249,Wuhai,Wuhai,39.68442,106.81583,PPLA2,CN,218427,Asia/Shanghai
34278,1791272,Wugang,Wugang,26.7279,110.63198,PPLA3,CN,132457,Asia/Shanghai
34287,1791325,Wuda,Wuda,39.49944,106.71167,PPL,CN,129922,Asia/Shanghai
34297,1791388,Wenzhou,Wenzhou,27.99942,120.66682,PPLA3,CN,2650000,Asia/Shanghai
34336,1791536,Tianfu,Tianfu,37.26366,122.05228,PPLA3,CN,115370,Asia/Shanghai
34339,1791544,Wenchang,Wenchang,19.55158,110.80279,PPLA3,CN,560894,Asia/Shanghai
34366,1791636,Weinan,Weinan,34.50355,109.50891,PPLA2,CN,1199290,Asia/Shanghai
34369,1791673,Weihai,Weihai,37.50914,122.11356,PPLA2,CN,844310,Asia/Shanghai
34370,1791681,Weifang,Weifang,36.71,119.10194,PPL,CN,2044028,Asia/Shanghai
34373,1791706,Wayaobu,Wayaobu,37.13611,109.65972,PPLA3,CN,113698,Asia/Shanghai
34381,1791748,Wanxian,Wanxian,30.81601,108.37407,PPLA3,CN,859662,Asia/Shanghai
34389,1791765,Wansheng,Wansheng,28.9629,106.92844,PPLA3,CN,113751,Asia/Shanghai
34393,1791779,Wanning,Wanning,18.79931,110.3841,PPLA2,CN,545992,Asia/Shanghai
34474,1792260,Wafangdian,Wafangdian,39.61833,122.00806,PPL,CN,454338,Asia/Shanghai
34494,1792359,Huangshan,Huangshan,29.71139,118.3125,PPLA3,CN,460786,Asia/Shanghai
34520,1792520,Tongzhou,Tongzhou,39.90395,116.66183,PPL,CN,163326,Asia/Shanghai
34536,1792585,Fuding,Fuding,27.32734,120.21399,PPLA3,CN,192352,Asia/Shanghai
34542,1792621,Tongling,Tongling,30.95,117.78333,PPLA3,CN,402062,Asia/Shanghai
34595,1792892,Tianshui,Tianshui,34.57952,105.74238,PPLA3,CN,1212791,Asia/Shanghai
34603,1792947,Tianjin,Tianjin,39.14222,117.17667,PPLA,CN,11090314,Asia/Shanghai
34622,1793036,Chengtangcun,Chengtangcun,35.08357,117.19071,PPL,CN,105456,Asia/Shanghai
34635,1793092,Taozhou,Taozhou,30.90641,119.40865,PPLA3,CN,146610,Asia/Shanghai
34698,1793346,Tangshan,Tangshan,39.64381,118.18319,PPLA2,CN,3372102,Asia/Shanghai
34716,1793419,Tanghe,Tanghe,32.68545,112.83234,PPLA3,CN,278055,Asia/Shanghai
34717,1793424,Tanggu,Tanggu,39.02111,117.64694,PPL,CN,535298,Asia/Shanghai
34736,1793505,Taizhou,Taizhou,32.49069,119.90812,PPLA3,CN,1607108,Asia/Shanghai
34737,1793511,Taiyuan,Taiyuan,37.86944,112.56028,PPLA,CN,4303673,Asia/Shanghai
34779,1793700,Taishan,Taishan,22.25135,112.7799,PPLA3,CN,145440,Asia/Shanghai
34780,1793703,Taicang,Taicang,31.44778,121.09389,PPLA3,CN,831113,Asia/Shanghai
34785,1793724,Tai’an,Tai'an,36.18528,117.12,PPLA2,CN,1735425,Asia/Shanghai
34790,1793743,Suzhou,Suzhou,33.63611,116.97889,PPLA2,CN,1647642,Asia/Shanghai
34793,1793771,Suqian,Suqian,33.94917,118.29583,PPLA2,CN,1437685,Asia/Shanghai
34808,1793879,Suizhou,Suizhou,31.71111,113.36306,PPLA2,CN,618582,Asia/Shanghai
34815,1793899,Suicheng,Suicheng,33.8963,117.93307,PPLA3,CN,256665,Asia/Shanghai
34816,1793900,Suining,Suining,30.50802,105.57332,PPLA3,CN,656760,Asia/Shanghai
34841,1794035,Songjiang,Songjiang,31.03443,121.22326,PPLA3,CN,130218,Asia/Shanghai
34848,1794060,Songcheng,Songcheng,26.88194,120.00111,PPLA4,CN,165730,Asia/Shanghai
34876,1794209,Simao,Simao,22.78863,100.97481,PPLA3,CN,296565,Asia/Shanghai
34907,1794371,Shuizhai,Shuizhai,23.92961,115.76499,PPLA4,CN,140493,Asia/Shanghai
34932,1794479,Laixi,Laixi,36.85917,120.52694,PPLA3,CN,341470,Asia/Shanghai
35002,1794794,Shouguang,Shouguang,36.88,118.7375,PPL,CN,473620,Asia/Shanghai
35004,1794806,Huinong,Huinong,39.23333,106.76944,PPL,CN,136570,Asia/Shanghai
35018,1794903,Shiyan,Shiyan,32.6475,110.77806,PPLA2,CN,3460000,Asia/Shanghai
35047,1795055,Shiqiao,Shiqiao,22.9464,113.35769,PPLA3,CN,135308,Asia/Shanghai
35049,1795060,Shiqi,Shiqi,22.51682,113.38521,PPLX,CN,342306,Asia/Shanghai
35078,1795184,Shilong,Shilong,23.11444,113.84722,PPLA4,CN,109733,Asia/Shanghai
35081,1795196,Tongchuanshi,Tongchuanshi,35.07474,109.08495,PPL,CN,223603,Asia/Shanghai
35094,1795270,Shijiazhuang,Shijiazhuang,38.04139,114.47861,PPLA,CN,3938513,Asia/Shanghai
35156,1795565,Shenzhen,Shenzhen,22.54554,114.0683,PPLA2,CN,17494398,Asia/Shanghai
35231,1795842,Shaping,Shaping,22.77019,112.95776,PPLA3,CN,107589,Asia/Shanghai
35233,1795855,Shaoxing,Shaoxing,30.00237,120.57864,PPLA3,CN,2300000,Asia/Shanghai
35234,1795857,Shaowu,Shaowu,27.34089,117.4831,PPLA3,CN,112585,Asia/Shanghai
35235,1795860,Shaoshan,Shaoshan,27.91667,112.51667,PPL,CN,118000,Asia/Shanghai
35236,1795874,Shaoguan,Shaoguan,24.8,113.58333,PPLA2,CN,1028460,Asia/Shanghai
35244,1795928,Shanwei,Shanwei,22.78199,115.3475,PPLA2,CN,491766,Asia/Shanghai
35246,1795940,Shantou,Shantou,23.35489,116.67876,PPLA2,CN,3838900,Asia/Shanghai
35269,1796068,Shangluo,Shangluo,33.86667,109.93056,PPLA2,CN,531696,Asia/Shanghai
35307,1796236,Shanghai,Shanghai,31.22222,121.45806,PPLA,CN,24874500,Asia/Shanghai
35340,1796376,Shajing,Shajing,22.74628,113.81903,PPLA4,CN,127089,Asia/Shanghai
35350,1796421,Shahecheng,Shahecheng,36.93833,114.50583,PPL,CN,125132,Asia/Shanghai
35381,1796556,Sanya,Sanya,18.25435,109.50947,PPLA2,CN,1031396,Asia/Shanghai
35399,1796663,Sanming,Sanming,26.24861,117.61861,PPLA2,CN,602166,Asia/Shanghai
35401,1796669,Sanmenxia,Sanmenxia,34.78081,111.19287,PPLA2,CN,669307,Asia/Shanghai
35432,1796823,Sanhe,Sanhe,39.98049,117.06887,PPLA3,CN,965075,Asia/Shanghai
35466,1796989,Changsha,Changsha,22.38124,112.68492,PPLA3,CN,688242,Asia/Shanghai
35485,1797063,Rui’an,Rui'an,27.77605,120.65859,PPL,CN,927383,Asia/Shanghai
35495,1797091,Tongren,Tongren,35.51483,102.016,PPLA2,CN,103700,Asia/Shanghai
35508,1797121,Jieyang,Jieyang,23.5418,116.36581,PPLA2,CN,1899394,Asia/Shanghai
35542,1797264,Quzhou,Quzhou,28.95944,118.86861,PPL,CN,902767,Asia/Shanghai
35556,1797318,Qujing,Qujing,25.48333,103.78333,PPL,CN,1408500,Asia/Shanghai
35564,1797353,Quanzhou,Quanzhou,24.91389,118.58583,PPLA2,CN,1469157,Asia/Shanghai
35606,1797551,Qinzhou,Qinzhou,21.98247,108.65061,PPLA2,CN,1296300,Asia/Shanghai
35616,1797595,Qinhuangdao,Qinhuangdao,39.94104,119.58936,PPLA2,CN,759718,Asia/Shanghai
35620,1797632,Yizhou,Yizhou,24.5,108.66667,PPLA3,CN,155872,Asia/Shanghai
35624,1797658,Jinjiang,Jinjiang,24.81978,118.57415,PPLA3,CN,1416151,Asia/Shanghai
35655,1797873,Huai'an,Huai'an,33.58861,119.01917,PPL,CN,2494013,Asia/Shanghai
35668,1797929,Qingdao,Qingdao,36.06488,120.38042,PPLA2,CN,7172451,Asia/Shanghai
35671,1797945,Qingyuan,Qingyuan,23.7,113.03333,PPLA2,CN,1738424,Asia/Shanghai
35698,1798097,Qibao,Qibao,31.15267,121.35688,PPL,CN,283352,Asia/Shanghai
35707,1798131,Qiaotou,Qiaotou,36.935,101.67361,PPLA3,CN,114712,Asia/Shanghai
35760,1798422,Puyang Chengguanzhen,Puyang Chengguanzhen,35.70622,115.0279,PPLA3,CN,104994,Asia/Shanghai
35762,1798425,Puyang,Puyang,29.45679,119.88872,PPLA3,CN,3590000,Asia/Shanghai
35768,1798449,Putian,Putian,25.43944,119.01028,PPLA2,CN,1539389,Asia/Shanghai
35775,1798473,Puqi,Puqi,29.71667,113.88333,PPL,CN,132891,Asia/Shanghai
35778,1798490,Pulandian,Pulandian,39.39528,121.96694,PPL,CN,104277,Asia/Shanghai
35809,1798654,Pingxiang,Pingxiang,27.61672,113.85353,PPLA2,CN,893550,Asia/Shanghai
35810,1798655,Pingxiang,Pingxiang,22.09694,106.75667,PPL,CN,129843,Asia/Shanghai
35826,1798713,Pingshan,Pingshan,22.99376,114.71311,PPLA3,CN,113631,Asia/Shanghai
35841,1798760,Pingliang,Pingliang,35.53917,106.68611,PPLA2,CN,504848,Asia/Shanghai
35857,1798821,Pingdu,Pingdu,36.78444,119.94639,PPLA3,CN,542234,Asia/Shanghai
35859,1798827,Pingdingshan,Pingdingshan,33.73091,113.31554,PPLA2,CN,979130,Asia/Shanghai
35872,1798900,Pengze,Pengze,29.89885,116.54572,PPLA3,CN,350000,Asia/Shanghai
35877,1798919,Pengpu,Pengpu,31.2855,121.4367,PPL,CN,152725,Asia/Shanghai
35887,1798972,Peicheng,Peicheng,34.73611,116.92472,PPLA3,CN,195363,Asia/Shanghai
35927,1799194,Guang’an,Guang'an,30.47413,106.63696,PPLA2,CN,858159,Asia/Shanghai
35955,1799389,Ning’er,Ning'er,23.04053,101.03683,PPLA3,CN,162711,Asia/Shanghai
35958,1799397,Ningbo,Ningbo,29.87819,121.54945,PPLA2,CN,3731203,Asia/Shanghai
35967,1799471,Nianbo,Nianbo,36.48,102.41639,PPL,CN,260184,Asia/Shanghai
35972,1799491,Neijiang,Neijiang,29.58354,105.06216,PPLA3,CN,1251095,Asia/Shanghai
35988,1799629,Nanyang,Nanyang,33.00524,112.54659,PPLA2,CN,1811812,Asia/Shanghai
36004,1799722,Nantong,Nantong,32.03028,120.87472,PPLA2,CN,2273326,Asia/Shanghai
36028,1799846,Nanping,Nanping,26.645,118.17361,PPLA2,CN,467875,Asia/Shanghai
36032,1799869,Nanning,Nanning,22.81667,108.31667,PPLA,CN,3839800,Asia/Shanghai
36054,1799962,Nanjing,Nanjing,32.06167,118.77778,PPLA,CN,9314685,Asia/Shanghai
36092,1800130,Nancun,Nancun,36.53278,120.13389,PPLA4,CN,124210,Asia/Shanghai
36096,1800146,Nanchong,Nanchong,30.79508,106.08473,PPLA2,CN,1858875,Asia/Shanghai
36100,1800163,Nanchang,Nanchang,28.68396,115.85306,PPLA,CN,2357839,Asia/Shanghai
36103,1800175,Nanbin,Nanbin,29.9994,108.10913,PPLA3,CN,118597,Asia/Shanghai
36111,1800234,Nada,Nada,19.52134,109.57895,PPLA3,CN,256652,Asia/Shanghai
36163,1800498,Mingshui,Mingshui,36.71667,117.5,PPL,CN,114858,Asia/Shanghai
36191,1800627,Mianyang,Mianyang,31.46784,104.68168,PPLA3,CN,1550000,Asia/Shanghai
36196,1800657,Mentougou,Mentougou,39.93819,116.09307,PPL,CN,197772,Asia/Shanghai
36217,1800779,Meizhou,Meizhou,24.28859,116.11768,PPLA2,CN,992351,Asia/Shanghai
36228,1800818,Meishan,Meishan,30.04392,103.83696,PPLA2,CN,1107742,Asia/Shanghai
36232,1800829,Wuchuan,Wuchuan,21.45713,110.76591,PPL,CN,104168,Asia/Shanghai
36307,1801180,Maoming,Maoming,21.66625,110.91364,PPLA2,CN,1307802,Asia/Shanghai
36343,1801401,Majie,Majie,25.0319,102.638,PPL,CN,131696,Asia/Shanghai
36367,1801582,Macheng,Macheng,31.18013,115.02213,PPL,CN,126366,Asia/Shanghai
36373,1801615,Maba,Maba,24.68413,113.59839,PPLA3,CN,113609,Asia/Shanghai
36376,1801620,Ma’anshan,Ma'anshan,31.68579,118.51008,PPLA2,CN,741531,Asia/Shanghai
36380,1801640,Luzhou,Luzhou,28.8903,105.42575,PPLA2,CN,998900,Asia/Shanghai
36412,1801792,Luoyang,Luoyang,34.67345,112.43684,PPLA2,CN,1390581,Asia/Shanghai
36417,1801799,Luoyang,Luoyang,23.16244,114.27342,PPLA3,CN,123144,Asia/Shanghai
36447,1801909,Luojiang,Luojiang,31.30497,104.50484,PPLA3,CN,212186,Asia/Shanghai
36451,1801934,Luohe,Luohe,33.56394,114.04272,PPLA2,CN,1294974,Asia/Shanghai
36503,1802204,Luancheng,Luancheng,37.88452,114.64629,PPLA3,CN,597130,Asia/Shanghai
36504,1802206,Lu’an,Lu'an,31.73561,116.51688,PPLA2,CN,1644344,Asia/Shanghai
36508,1802238,Loudi,Loudi,27.73444,111.99444,PPLA2,CN,497171,Asia/Shanghai
36516,1802276,Longyan,Longyan,25.07485,117.01775,PPLA2,CN,1025087,Asia/Shanghai
36543,1802420,Longshui,Longshui,29.56555,105.76205,PPLA4,CN,121609,Asia/Shanghai
36594,1802656,Longgang,Longgang,22.72289,114.26326,PPLA4,CN,215273,Asia/Shanghai
36644,1802875,Guankou,Guankou,28.15861,113.62709,PPLA3,CN,1380000,Asia/Shanghai
36655,1802940,Puning,Puning,23.31072,116.16869,PPL,CN,874954,Asia/Shanghai
36706,1803245,Lishui,Lishui,28.46042,119.91029,PPLA2,CN,451418,Asia/Shanghai
36719,1803300,Liuzhou,Liuzhou,24.32405,109.40698,PPLA2,CN,1436599,Asia/Shanghai
36720,1803318,Linyi,Linyi,35.06306,118.34278,PPLA2,CN,2743843,Asia/Shanghai
36724,1803331,Linxia Chengguanzhen,Linxia Chengguanzhen,35.60028,103.20639,PPLA3,CN,274466,Asia/Shanghai
36725,1803334,Linxi,Linxi,39.71183,118.44954,PPL,CN,100316,Asia/Shanghai
36730,1803352,Linshui,Linshui,36.42472,114.20472,PPL,CN,109955,Asia/Shanghai
36737,1803364,Linqu,Linqu,36.51556,118.53972,PPL,CN,299646,Asia/Shanghai
36739,1803367,Qingnian,Qingnian,36.84092,115.71087,PPLA3,CN,110046,Asia/Shanghai
36783,1803551,Beiliu,Beiliu,22.70722,110.34917,PPL,CN,199769,Asia/Shanghai
36790,1803567,Linfen,Linfen,36.08889,111.51889,PPL,CN,959198,Asia/Shanghai
36797,1803590,Lincang,Lincang,23.87972,100.09455,PPLA2,CN,323708,Asia/Shanghai
36831,1803782,Lichuan,Lichuan,30.3,108.85,PPL,CN,120587,Asia/Shanghai
36834,1803791,Licheng,Licheng,23.29549,113.82465,PPLA3,CN,172775,Asia/Shanghai
36844,1803834,Liaocheng,Liaocheng,36.45064,116.00247,PPLA2,CN,1229768,Asia/Shanghai
36848,1803842,Hepu,Hepu,21.65921,109.20011,PPLA3,CN,192813,Asia/Shanghai
36855,1803886,Anning,Anning,24.92271,102.48496,PPLA3,CN,106795,Asia/Shanghai
36864,1803936,Wuwei,Wuwei,37.92672,102.63202,PPLA2,CN,1010295,Asia/Shanghai
36898,1804120,Lianjiang,Lianjiang,21.64673,110.28172,PPL,CN,100341,Asia/Shanghai
36906,1804153,Leshan,Leshan,29.56227,103.76386,PPL,CN,662814,Asia/Shanghai
36911,1804169,Lengshuijiang,Lengshuijiang,27.68806,111.42944,PPL,CN,115399,Asia/Shanghai
36918,1804208,Leiyang,Leiyang,26.40238,112.85908,PPLA3,CN,129116,Asia/Shanghai
36925,1804252,Lecheng,Lecheng,25.128,113.35041,PPLA3,CN,124268,Asia/Shanghai
