,geonameid,name,asciiname,latitude,longitude,feature_code,country_code,population,timezone
36939,1804386,Laohekou,Laohekou,32.38583,111.66778,PPL,CN,253112,Asia/Shanghai
36945,1804430,Lanzhou,Lanzhou,36.05701,103.83987,PPLA,CN,3000000,Asia/Shanghai
36972,1804540,Langfang,Langfang,39.52079,116.71471,PPLA2,CN,868066,Asia/Shanghai
36975,1804578,Laizhou,Laizhou,37.18073,119.94217,PPLA3,CN,188000,Asia/Shanghai
36979,1804586,Laiyang,Laiyang,36.97583,120.71361,PPL,CN,169594,Asia/Shanghai
36980,1804591,Laiwu,Laiwu,36.19278,117.65694,PPLA3,CN,989535,Asia/Shanghai
36988,1804609,Laibin,Laibin,23.74743,109.22222,PPLA2,CN,910282,Asia/Shanghai
36995,1804651,Kunming,Kunming,25.03889,102.71833,PPLA,CN,3855346,Asia/Shanghai
37033,1804850,Kaiyuan,Kaiyuan,23.69767,103.30372,PPL,CN,198423,Asia/Shanghai
37035,1804866,Kaili,Kaili,26.58583,107.97972,PPLA2,CN,275745,Asia/Shanghai
37039,1804879,Kaifeng,Kaifeng,34.7986,114.30742,PPL,CN,1451741,Asia/Shanghai
37068,1805012,Jiyuan,Jiyuan,35.08912,112.58815,PPLA2,CN,242143,Asia/Shanghai
37073,1805029,Jizhou,Jizhou,37.55054,115.56871,PPLA3,CN,362013,Asia/Shanghai
37109,1805179,Jiujiang,Jiujiang,29.70475,116.00206,PPLA2,CN,1164268,Asia/Shanghai
37128,1805270,Jishou,Jishou,28.31925,109.73346,PPLA2,CN,102332,Asia/Shanghai
37132,1805298,Jinzhou,Jinzhou,39.1,121.71667,PPL,CN,215386,Asia/Shanghai
37176,1805518,Jining,Jining,35.405,116.58139,PPL,CN,1241012,Asia/Shanghai
37178,1805528,Jinhua,Jinhua,29.10678,119.64421,PPLA2,CN,1463990,Asia/Shanghai
37181,1805540,Jingzhou,Jingzhou,30.35028,112.19028,PPLA2,CN,1052282,Asia/Shanghai
37183,1805543,Jingzhi,Jingzhi,36.31,119.3875,PPL,CN,126703,Asia/Shanghai
37202,1805611,Jingmen,Jingmen,31.03361,112.20472,PPLA2,CN,632954,Asia/Shanghai
37206,1805618,Jingling,Jingling,30.65,113.1,PPL,CN,224871,Asia/Shanghai
37217,1805680,Jingdezhen,Jingdezhen,29.2947,117.20789,PPLA2,CN,473561,Asia/Shanghai
37221,1805704,Jing’an,Jing'an,22.21072,113.29218,PPLA3,CN,186000,Asia/Shanghai
37231,1805733,Jinchang,Jinchang,38.50062,102.19379,PPLA2,CN,228561,Asia/Shanghai
37234,1805741,Jincheng,Jincheng,35.50222,112.83278,PPLA2,CN,476945,Asia/Shanghai
37240,1805753,Jinan,Jinan,36.66833,116.99722,PPLA,CN,4335989,Asia/Shanghai
37246,1805798,Jijiang,Jijiang,29.28993,106.25001,PPLA3,CN,196787,Asia/Shanghai
37253,1805844,Jieshou,Jieshou,33.26338,115.36108,PPL,CN,141993,Asia/Shanghai
37255,1805857,Jieshi,Jieshi,22.81027,115.83058,PPLA4,CN,137444,Asia/Shanghai
37269,1805935,Jiazi,Jiazi,22.87932,116.07318,PPLA4,CN,130298,Asia/Shanghai
37274,1805953,Jiaxing,Jiaxing,30.7522,120.75,PPLA2,CN,1180000,Asia/Shanghai
37277,1805962,Jiawang,Jiawang,34.43278,117.44194,PPLA3,CN,133861,Asia/Shanghai
37283,1805987,Jiaozuo,Jiaozuo,35.23925,113.23914,PPLA2,CN,865413,Asia/Shanghai
37303,1806096,Jiaozhou,Jiaozhou,36.28389,120.00333,PPLA3,CN,619266,Asia/Shanghai
37304,1806097,Ningde,Ningde,26.66167,119.52278,PPLA2,CN,429260,Asia/Shanghai
37352,1806299,Jiangmen,Jiangmen,22.58333,113.08333,PPLA2,CN,1795459,Asia/Shanghai
37380,1806408,Yangjiang,Yangjiang,21.85563,111.96272,PPLA2,CN,1292987,Asia/Shanghai
37389,1806439,Jianchang,Jianchang,27.55831,116.63978,PPLA3,CN,109108,Asia/Shanghai
37391,1806445,Ji’an,Ji'an,27.11716,114.97927,PPLA2,CN,538699,Asia/Shanghai
37397,1806466,Guangyuan,Guangyuan,32.44201,105.823,PPLA2,CN,516424,Asia/Shanghai
37401,1806488,Qionghai,Qionghai,19.2425,110.46417,PPLA2,CN,528238,Asia/Shanghai
37409,1806535,Huzhou,Huzhou,30.8703,120.0933,PPLA2,CN,1015937,Asia/Shanghai
37425,1806602,Cixi,Cixi,30.1764,121.2457,PPLA3,CN,1457510,Asia/Shanghai
37447,1806696,Humen,Humen,22.81899,113.67306,PPLA4,CN,191891,Asia/Shanghai
37462,1806776,Huizhou,Huizhou,23.11147,114.41523,PPLA2,CN,2900113,Asia/Shanghai
37481,1806881,Huicheng,Huicheng,23.03845,116.28988,PPLA3,CN,125919,Asia/Shanghai
37505,1806988,Huayin,Huayin,34.56528,110.06639,PPL,CN,242488,Asia/Shanghai
37533,1807112,Huangzhou,Huangzhou,30.45,114.8,PPL,CN,122563,Asia/Shanghai
37559,1807234,Huangshi,Huangshi,30.24706,115.04814,PPLA2,CN,688090,Asia/Shanghai
37576,1807301,Dasha,Dasha,23.11037,113.4418,PPLA4,CN,116307,Asia/Shanghai
37611,1807508,Huanggang,Huanggang,23.67704,116.99961,PPLA3,CN,225956,Asia/Shanghai
37618,1807544,Daxing,Daxing,39.74025,116.32693,PPL,CN,104904,Asia/Shanghai
37626,1807566,Xingyi,Xingyi,25.09617,104.90639,PPLA3,CN,322890,Asia/Shanghai
37649,1807681,Huainan,Huainan,32.62639,116.99694,PPL,CN,1666826,Asia/Shanghai
37653,1807689,Huaihua,Huaihua,27.56337,110.00404,PPLA2,CN,552622,Asia/Shanghai
37657,1807700,Huaibei,Huaibei,33.97444,116.79167,PPLA2,CN,1113321,Asia/Shanghai
37664,1807738,Huacheng,Huacheng,24.06703,115.61309,PPLA4,CN,101165,Asia/Shanghai
37736,1808198,Heze,Heze,35.23929,115.47358,PPLA2,CN,1346717,Asia/Shanghai
37738,1808212,Hechuan,Hechuan,29.99228,106.26461,PPL,CN,377213,Asia/Shanghai
37769,1808316,Heshan,Heshan,28.56938,112.34733,PPLA2,CN,1249807,Asia/Shanghai
37777,1808336,Hepo,Hepo,23.43077,115.82991,PPLA3,CN,131238,Asia/Shanghai
37785,1808370,Hengyang,Hengyang,26.88946,112.61888,PPL,CN,1075516,Asia/Shanghai
37792,1808392,Hengshui,Hengshui,37.73908,115.68348,PPLA2,CN,522147,Asia/Shanghai
37846,1808612,Hejiang,Hejiang,28.81161,105.83359,PPLA3,CN,137437,Asia/Shanghai
37858,1808722,Hefei,Hefei,31.86389,117.28083,PPLA,CN,5050000,Asia/Shanghai
37872,1808770,Hebi,Hebi,35.73231,114.28616,PPLA2,CN,634721,Asia/Shanghai
37885,1808857,Hanzhong,Hanzhong,33.07507,107.02214,PPLA2,CN,1006557,Asia/Shanghai
37888,1808872,Fu’an,Fu'an,27.09131,119.64446,PPLA3,CN,154439,Asia/Shanghai
37897,1808916,Hanjia,Hanjia,29.29524,108.16132,PPLA3,CN,108430,Asia/Shanghai
37899,1808926,Hangzhou,Hangzhou,30.29365,120.16142,PPLA,CN,9236032,Asia/Shanghai
37900,1808931,Hangu,Hangu,39.24889,117.78917,PPL,CN,208369,Asia/Shanghai
37905,1808950,Hanfeng,Hanfeng,31.16946,108.4031,PPLA3,CN,196528,Asia/Shanghai
37907,1808956,Changzhi,Changzhi,36.18389,113.10528,PPLA2,CN,1214940,Asia/Shanghai
37909,1808963,Handan,Handan,36.60999,114.48764,PPLA2,CN,1358318,Asia/Shanghai
37922,1809061,Jiaojiang,Jiaojiang,28.69844,121.47331,PPLX,CN,470804,Asia/Shanghai
37923,1809062,Haimen,Haimen,23.19346,116.61219,PPLA4,CN,125427,Asia/Shanghai
37927,1809077,Haikou,Haikou,24.77985,102.57548,PPLA4,CN,112644,Asia/Shanghai
37928,1809078,Haikou,Haikou,20.03421,110.34651,PPLA,CN,2873358,Asia/Shanghai
37942,1809152,Guyuan,Guyuan,36.00667,106.28083,PPLA2,CN,411854,Asia/Shanghai
37982,1809380,Gunan,Gunan,29.0231,106.648,PPLA3,CN,208010,Asia/Shanghai
37987,1809408,Gulin,Gulin,28.04223,105.81038,PPLA3,CN,116527,Asia/Shanghai
37990,1809412,Guli,Guli,28.88162,120.03308,PPL,CN,536000,Asia/Shanghai
38000,1809461,Guiyang,Guiyang,26.58333,106.71667,PPLA,CN,3037159,Asia/Shanghai
38002,1809467,Guixi,Guixi,30.33355,107.34545,PPLA3,CN,188980,Asia/Shanghai
38010,1809498,Guilin,Guilin,25.28022,110.29639,PPLA2,CN,1572300,Asia/Shanghai
38013,1809532,Guigang,Guigang,23.11603,109.59472,PPLA2,CN,1086327,Asia/Shanghai
38070,1809858,Guangzhou,Guangzhou,23.11667,113.25,PPLA,CN,16096724,Asia/Shanghai
38074,1809879,Guangshui,Guangshui,31.6199,113.9978,PPLA4,CN,154771,Asia/Shanghai
38155,1810240,Gejiu,Gejiu,23.36085,103.15372,PPLA3,CN,136135,Asia/Shanghai
38167,1810295,Gaozhou,Gaozhou,21.91965,110.85678,PPL,CN,292164,Asia/Shanghai
38197,1810437,Gaoping,Gaoping,30.77576,106.10294,PPLA3,CN,204368,Asia/Shanghai
38202,1810458,Gaomi,Gaomi,36.38333,119.75278,PPLA3,CN,391986,Asia/Shanghai
38238,1810638,Ganzhou,Ganzhou,25.84664,114.9326,PPLA2,CN,1977253,Asia/Shanghai
38262,1810724,Gangu Chengguanzhen,Gangu Chengguanzhen,34.73564,105.32632,PPLA3,CN,103589,Asia/Shanghai
38287,1810820,Fuzhou,Fuzhou,27.95999,116.33333,PPLA2,CN,1089888,Asia/Shanghai
38288,1810821,Fuzhou,Fuzhou,26.06139,119.30611,PPLA,CN,3740000,Asia/Shanghai
38291,1810845,Fuyang,Fuyang,32.9,115.81667,PPLA2,CN,1768947,Asia/Shanghai
38324,1810979,Fuling,Fuling,29.70997,107.39391,PPLA3,CN,268658,Asia/Shanghai
38332,1811028,Fuji,Fuji,29.14819,105.37391,PPLA3,CN,131927,Asia/Shanghai
38346,1811103,Foshan,Foshan,23.02677,113.13148,PPLA2,CN,9042509,Asia/Shanghai
38370,1811200,Fengcheng,Fengcheng,34.70388,116.58717,PPLA3,CN,161850,Asia/Shanghai
38459,1811619,Ezhou,Ezhou,30.4,114.83333,PPL,CN,193652,Asia/Shanghai
38473,1811720,Enshi,Enshi,30.3,109.48333,PPLA2,CN,279185,Asia/Shanghai
38476,1811729,Encheng,Encheng,22.18659,112.30424,PPLA3,CN,110921,Asia/Shanghai
38485,1811764,Duyun,Duyun,26.26667,107.51667,PPL,CN,198516,Asia/Shanghai
38548,1812101,Dongying,Dongying,37.46271,118.49165,PPLA2,CN,998968,Asia/Shanghai
38562,1812228,Dongtai,Dongtai,32.85231,120.30947,PPLA3,CN,262873,Asia/Shanghai
38612,1812521,Donghai,Donghai,22.94593,115.64204,PPLA3,CN,264709,Asia/Shanghai
38617,1812545,Dongguan,Dongguan,23.01797,113.74866,PPLA2,CN,9644871,Asia/Shanghai
38649,1812728,Dingzhou,Dingzhou,38.51473,114.9868,PPLA3,CN,152934,Asia/Shanghai
38656,1812749,Dingxi,Dingxi,35.57088,104.62303,PPLA2,CN,420614,Asia/Shanghai
38691,1812955,Dezhou,Dezhou,37.44661,116.36706,PPLA2,CN,679535,Asia/Shanghai
38693,1812961,Deyang,Deyang,31.13019,104.38198,PPLA2,CN,735070,Asia/Shanghai
38700,1812990,Dengzhou,Dengzhou,32.68273,112.08873,PPLA3,CN,285032,Asia/Shanghai
38726,1813171,Zhangjiajie,Zhangjiajie,29.12944,110.47833,PPLA2,CN,441804,Asia/Shanghai
38734,1813206,Daye,Daye,30.08333,114.95,PPL,CN,347406,Asia/Shanghai
38744,1813253,Lijiang,Lijiang,26.86879,100.22072,PPLA2,CN,211151,Asia/Shanghai
38757,1813325,Dazhou,Dazhou,31.2106,107.46308,PPLA2,CN,1589435,Asia/Shanghai
38760,1813344,Dawukou,Dawukou,39.04194,106.39583,PPL,CN,131880,Asia/Shanghai
38769,1813425,Datun,Datun,34.80923,116.90174,PPL,CN,110258,Asia/Shanghai
38840,1813812,Danshui,Danshui,22.7984,114.46716,PPLA3,CN,126701,Asia/Shanghai
38880,1814082,Daliang,Daliang,22.84067,113.2503,PPLA4,CN,210411,Asia/Shanghai
38881,1814087,Dalian,Dalian,38.91222,121.60222,PPL,CN,4913879,Asia/Shanghai
38884,1814093,Dali,Dali,25.58474,100.21229,PPLA2,CN,235305,Asia/Shanghai
39015,1814757,Chuzhou,Chuzhou,32.32194,118.29778,PPLA2,CN,782671,Asia/Shanghai
39016,1814760,Chuxiong,Chuxiong,25.03639,101.54556,PPLA2,CN,555081,Asia/Shanghai
39024,1814786,Yangchun,Yangchun,22.16667,111.78333,PPL,CN,153547,Asia/Shanghai
39038,1814870,Yiwu,Yiwu,29.31506,120.07676,PPLA3,CN,1481384,Asia/Shanghai
39044,1814906,Chongqing,Chongqing,29.56026,106.55771,PPLA,CN,7457599,Asia/Shanghai
39050,1814928,Chóngfú,Chongfu,30.53113,120.4309,PPLA4,CN,112060,Asia/Shanghai
39051,1814934,Chizhou,Chizhou,30.66134,117.47783,PPLA2,CN,615274,Asia/Shanghai
39087,1815059,Chenzhou,Chenzhou,25.8,113.03333,PPLA2,CN,822534,Asia/Shanghai
39126,1815251,Jiangyin,Jiangyin,31.91102,120.26302,PPLA3,CN,1779515,Asia/Shanghai
39133,1815276,Chenggu,Chenggu,33.14917,107.32583,PPLA3,CN,116375,Asia/Shanghai
39136,1815286,Chengdu,Chengdu,30.66667,104.06667,PPLA,CN,13568357,Asia/Shanghai
39139,1815302,Chenghua,Chenghua,23.46132,116.77007,PPLA3,CN,152453,Asia/Shanghai
39160,1815395,Chaozhou,Chaozhou,23.65396,116.62262,PPLA2,CN,1750945,Asia/Shanghai
39164,1815427,Chaohu,Chaohu,31.6,117.86667,PPL,CN,138463,Asia/Shanghai
39167,1815456,Changzhou,Changzhou,31.77359,119.95401,PPLA2,CN,3290918,Asia/Shanghai
39169,1815463,Changzhi,Changzhi,35.20889,111.73861,PPL,CN,699514,Asia/Shanghai
39172,1815477,Changyuan,Changyuan,29.40499,105.58827,PPLA3,CN,186653,Asia/Shanghai
39173,1815482,Changyi,Changyi,36.85361,119.39083,PPLA3,CN,302072,Asia/Shanghai
39193,1815577,Changsha,Changsha,28.19874,112.97087,PPLA,CN,3093980,Asia/Shanghai
39221,1815669,Changle,Changle,36.70583,118.8275,PPL,CN,259161,Asia/Shanghai
39307,1816080,Cangzhou,Cangzhou,38.31124,116.85334,PPLA2,CN,527681,Asia/Shanghai
39335,1816221,Buhe,Buhe,30.28757,112.22979,PPLA4,CN,106347,Asia/Shanghai
39336,1816234,Bozhou,Bozhou,33.87722,115.77028,PPLA2,CN,1409436,Asia/Shanghai
39346,1816265,Boshan,Boshan,36.48333,117.83333,PPL,CN,153596,Asia/Shanghai
39347,1816269,Baise,Baise,23.89013,106.62684,PPLA2,CN,686078,Asia/Shanghai
39357,1816329,Bishan,Bishan,29.59491,106.22476,PPLA3,CN,204702,Asia/Shanghai
39360,1816336,Binzhou,Binzhou,37.36667,118.01667,PPLA2,CN,682717,Asia/Shanghai
39368,1816373,Bijie,Bijie,27.30193,105.28627,PPLA2,CN,1137383,Asia/Shanghai
39380,1816440,Bengbu,Bengbu,32.94083,117.36083,PPL,CN,972784,Asia/Shanghai
39409,1816670,Beijing,Beijing,39.9075,116.39723,PPLC,CN,18960744,Asia/Shanghai
39413,1816705,Beihai,Beihai,21.48349,109.11549,PPLA2,CN,525329,Asia/Shanghai
39428,1816790,Beibei,Beibei,29.82739,106.43645,PPLA3,CN,247702,Asia/Shanghai
39442,1816858,Basuo,Basuo,19.10267,108.66565,PPLA3,CN,444458,Asia/Shanghai
39444,1816865,Bashan,Bashan,27.76823,116.05017,PPLA3,CN,103748,Asia/Shanghai
39460,1816920,Shaoyang,Shaoyang,27.23818,111.46214,PPLA2,CN,753194,Asia/Shanghai
39469,1816971,Baoding,Baoding,38.87288,115.46246,PPLA2,CN,2739887,Asia/Shanghai
39517,1817240,Baiyin,Baiyin,36.54696,104.17023,PPLA2,CN,294400,Asia/Shanghai
39562,1817441,Baisha,Baisha,29.06226,106.1189,PPLA4,CN,115761,Asia/Shanghai
39607,1817720,Shangyu,Shangyu,30.01556,120.87111,PPL,CN,770000,Asia/Shanghai
39626,1817848,Bachuan,Bachuan,29.84863,106.05046,PPLA3,CN,208520,Asia/Shanghai
39654,1817968,Anshun,Anshun,26.25,105.93333,PPLA2,CN,765313,Asia/Shanghai
39659,1817990,Anqiu,Anqiu,36.43417,119.1925,PPL,CN,364208,Asia/Shanghai
39660,1817993,Anqing,Anqing,30.51365,117.04723,PPLA2,CN,804493,Asia/Shanghai
39668,1818020,Anliu,Anliu,23.69824,115.67953,PPLA4,CN,115560,Asia/Shanghai
39696,1818116,Anbu,Anbu,23.44895,116.68092,PPLA3,CN,162964,Asia/Shanghai
39764,1885823,Jiangyou,Jiangyou,31.76667,104.71667,PPL,CN,127225,Asia/Shanghai
39771,1886760,Suzhou,Suzhou,31.30408,120.59538,PPLA2,CN,6715559,Asia/Shanghai
39772,1886762,Zhoushan,Zhoushan,29.98869,122.20488,PPLA3,CN,882932,Asia/Shanghai
40118,1909733,Banan,Banan,29.37861,106.54,PPLA3,CN,508703,Asia/Shanghai
40267,1913126,Nantou,Nantou,22.72171,113.29261,PPLA4,CN,130370,Asia/Shanghai
40275,1913154,Tanzhou,Tanzhou,22.25503,113.46692,PPLA4,CN,382445,Asia/Shanghai
40528,1916012,Wuzhishan,Wuzhishan,18.78229,109.5013,PPLA2,CN,112269,Asia/Shanghai
40644,1916862,Shijie,Shijie,23.09546,113.79195,PPLA4,CN,246960,Asia/Shanghai
40875,1919014,Lianghu,Lianghu,29.99152,120.89845,PPLA4,CN,155000,Asia/Shanghai
41262,1922014,Wuyishan,Wuyishan,27.75995,118.03066,PPLA3,CN,137133,Asia/Shanghai
41506,1927639,Yueyang,Yueyang,29.37455,113.09481,PPL,CN,991465,Asia/Shanghai
41823,1997228,Hedong,Hedong,23.9196,115.7801,PPLA4,CN,101825,Asia/Shanghai
41937,2033147,Zhaozhou,Zhaozhou,45.70595,125.26606,PPLA3,CN,114009,Asia/Shanghai
41940,2033168,Zhaodong,Zhaodong,46.05223,125.9552,PPLA3,CN,154406,Asia/Shanghai
41941,2033196,Zhangjiakou,Zhangjiakou,40.78341,114.87139,PPLA2,CN,692602,Asia/Shanghai
41947,2033225,Zhalantun,Zhalantun,48.00945,122.73651,PPLA3,CN,132224,Asia/Shanghai
41951,2033242,Yushu,Yushu,44.82751,126.54063,PPLA3,CN,124736,Asia/Shanghai
41977,2033370,Yingkou,Yingkou,40.66472,122.23176,PPLA2,CN,591159,Asia/Shanghai
41982,2033413,Yichun,Yichun,47.72143,128.87529,PPL,CN,155762,Asia/Shanghai
41992,2033467,Yanji,Yanji,42.88825,129.50241,PPLA2,CN,326957,Asia/Shanghai
42003,2033536,Yakeshi,Yakeshi,49.28333,120.73333,PPLA3,CN,116284,Asia/Shanghai
42014,2033574,Xuanhua,Xuanhua,40.61205,115.06463,PPLA3,CN,373422,Asia/Shanghai
42069,2033824,Xilin Hot,Xilin Hot,43.96667,116.03333,PPL,CN,120965,Asia/Shanghai
42140,2034312,Ulanhot,Ulanhot,46.08333,122.08333,PPL,CN,165846,Asia/Shanghai
42159,2034400,Tongliao,Tongliao,43.6125,122.26528,PPLA2,CN,261110,Asia/Shanghai
42162,2034414,Tonghua,Tonghua,41.71972,125.92639,PPLA2,CN,510000,Asia/Shanghai
42169,2034439,Tieling,Tieling,42.29306,123.84139,PPL,CN,333907,Asia/Shanghai
42170,2034440,Tieli,Tieli,46.97544,128.04804,PPLA3,CN,107621,Asia/Shanghai
42187,2034497,Taonan,Taonan,45.33319,122.78464,PPLA3,CN,112819,Asia/Shanghai
42215,2034638,Sujiatun,Sujiatun,41.65917,123.33917,PPL,CN,148113,Asia/Shanghai
42220,2034655,Suihua,Suihua,46.64814,126.96656,PPLA2,CN,252245,Asia/Shanghai
42230,2034714,Siping,Siping,43.16143,124.37785,PPL,CN,555609,Asia/Shanghai
42240,2034754,Shunyi,Shunyi,40.12175,116.64783,PPL,CN,117623,Asia/Shanghai
42246,2034786,Shuangyashan,Shuangyashan,46.67686,131.13273,PPLA2,CN,600000,Asia/Shanghai
42258,2034834,Shuangcheng,Shuangcheng,45.3798,126.30711,PPLA3,CN,130710,Asia/Shanghai
42276,2034937,Shenyang,Shenyang,41.79222,123.43278,PPLA,CN,7050000,Asia/Shanghai
42287,2034996,Shanhaiguan,Shanhaiguan,40.00119,119.75395,PPLA3,CN,140000,Asia/Shanghai
42288,2035002,Shangzhi,Shangzhi,45.20562,128.00242,PPLA3,CN,131006,Asia/Shanghai
42323,2035196,Salaqi,Salaqi,40.54139,110.51083,PPLA3,CN,104090,Asia/Shanghai
42329,2035225,Fendou,Fendou,46.64142,124.86283,PPLX,CN,226298,Asia/Shanghai
42333,2035261,Qitaihe,Qitaihe,45.768,130.9953,PPLA2,CN,345033,Asia/Shanghai
42334,2035265,Qiqihar,Qiqihar,47.33922,123.96154,PPLA2,CN,882364,Asia/Shanghai
42363,2035399,Songyuan,Songyuan,45.12902,124.82769,PPLA2,CN,113611,Asia/Shanghai
42382,2035513,Panshan,Panshan,41.18806,122.04944,PPL,CN,625040,Asia/Shanghai
42398,2035610,Nehe,Nehe,48.4793,124.87016,PPLA3,CN,108253,Asia/Shanghai
42406,2035644,Nanpiao,Nanpiao,41.09822,120.74792,PPLA3,CN,157044,Asia/Shanghai
42412,2035669,Lianhe,Lianhe,47.13333,129.27426,PPLA3,CN,121367,Asia/Shanghai
42422,2035715,Mudanjiang,Mudanjiang,44.54804,129.62594,PPLA2,CN,665915,Asia/Shanghai
42473,2035966,Longjing,Longjing,42.77131,129.42307,PPLA3,CN,117185,Asia/Shanghai
42474,2035970,Longjiang,Longjiang,47.33601,123.196,PPLA3,CN,106384,Asia/Shanghai
42477,2035980,Longfeng,Longfeng,46.53168,125.1038,PPLA3,CN,152074,Asia/Shanghai
42504,2036109,Longshan,Longshan,42.88545,125.1367,PPLA2,CN,465249,Asia/Shanghai
42505,2036113,Liaoyang,Liaoyang,41.27194,123.17306,PPL,CN,687890,Asia/Shanghai
42550,2036337,Kaiyuan,Kaiyuan,42.53306,124.04028,PPL,CN,112462,Asia/Shanghai
42559,2036389,Jixi,Jixi,45.29322,130.96217,PPLA2,CN,403759,Asia/Shanghai
42563,2036401,Jiutai,Jiutai,44.15127,125.82975,PPLA3,CN,175115,Asia/Shanghai
42564,2036403,Jiupu,Jiupu,41.06667,122.95,PPL,CN,123843,Asia/Shanghai
42567,2036418,Jishu,Jishu,44.31667,126.8,PPL,CN,103988,Asia/Shanghai
42569,2036427,Jinzhou,Jinzhou,41.10778,121.14167,PPL,CN,604269,Asia/Shanghai
42571,2036434,Lianshan,Lianshan,40.76432,120.85327,PPLA3,CN,313247,Asia/Shanghai
42576,2036458,Jining,Jining,41.0275,113.10583,PPL,CN,258757,Asia/Shanghai
42583,2036502,Jilin,Jilin,43.84652,126.5608,PPLA2,CN,1895865,Asia/Shanghai
42590,2036536,Jiaohe,Jiaohe,43.72133,127.33473,PPLA3,CN,123018,Asia/Shanghai
42596,2036581,Jiamusi,Jiamusi,46.79711,130.31118,PPLA2,CN,549549,Asia/Shanghai
42598,2036595,Jalai Nur,Jalai Nur,49.45,117.7,PPLA4,CN,107828,Asia/Shanghai
42599,2036597,Jiagedaqi,Jiagedaqi,50.41667,124.11667,PPL,CN,135760,Asia/Shanghai
42609,2036662,Huludao,Huludao,40.75243,120.83552,PPLA2,CN,944495,Asia/Shanghai
42611,2036670,Hulan Ergi,Hulan Ergi,47.20417,123.63333,PPL,CN,265344,Asia/Shanghai
42612,2036671,Hulan,Hulan,45.89326,126.57836,PPLA3,CN,109104,Asia/Shanghai
42629,2036776,Huadian,Huadian,42.97213,126.74107,PPLA3,CN,139047,Asia/Shanghai
42639,2036876,Honggang,Honggang,46.3974,124.88447,PPLA3,CN,147977,Asia/Shanghai
42641,2036892,Hohhot,Hohhot,40.81056,111.65222,PPLA,CN,2350000,Asia/Shanghai
42644,2036920,Hengshan,Hengshan,45.20837,130.89808,PPLA3,CN,164844,Asia/Shanghai
42654,2036973,Heihe,Heihe,50.24413,127.49016,PPLA2,CN,223832,Asia/Shanghai
42657,2036986,Hegang,Hegang,47.34727,130.29033,PPLA2,CN,743307,Asia/Shanghai
42660,2037013,Harbin,Harbin,45.75,126.65,PPLA,CN,5242897,Asia/Shanghai
42671,2037069,Hailun,Hailun,47.44663,126.92475,PPLA3,CN,109881,Asia/Shanghai
42672,2037075,Hailin,Hailin,44.57149,129.38539,PPLA3,CN,144443,Asia/Shanghai
42673,2037078,Hailar,Hailar,49.2,119.7,PPLA3,CN,211066,Asia/Shanghai
42676,2037086,Haicheng,Haicheng,40.85158,122.74754,PPLA3,CN,191651,Asia/Shanghai
42694,2037201,Beining,Beining,41.59556,121.79278,PPL,CN,152033,Asia/Shanghai
42697,2037222,Gongzhuling,Gongzhuling,43.50075,124.81979,PPL,CN,140909,Asia/Shanghai
42724,2037335,Fuyu,Fuyu,45.18333,124.81667,PPL,CN,138704,Asia/Shanghai
42726,2037346,Fuxin,Fuxin,42.01556,121.65889,PPL,CN,689050,Asia/Shanghai
42728,2037355,Fushun,Fushun,41.88669,123.94363,PPLA2,CN,1400646,Asia/Shanghai
42741,2037411,Fengcheng,Fengcheng,40.45361,124.07167,PPL,CN,120514,Asia/Shanghai
42761,2037534,Dunhua,Dunhua,43.36954,128.22861,PPLA3,CN,148844,Asia/Shanghai
42772,2037620,Dongling,Dongling,41.81444,123.57583,PPL,CN,171454,Asia/Shanghai
42782,2037685,Didao,Didao,45.34725,130.83693,PPLA3,CN,109561,Asia/Shanghai
42787,2037712,Dehui,Dehui,44.53674,125.69427,PPLA3,CN,108818,Asia/Shanghai
42802,2037799,Datong,Datong,40.09361,113.29139,PPL,CN,1850000,Asia/Shanghai
42813,2037860,Daqing,Daqing,46.58333,125.0,PPLA2,CN,1604027,Asia/Shanghai
42817,2037886,Dandong,Dandong,40.12917,124.39472,PPL,CN,631973,Asia/Shanghai
42850,2038067,Chifeng,Chifeng,42.26833,118.96361,PPLA2,CN,346654,Asia/Shanghai
42854,2038087,Chengde,Chengde,40.9519,117.95883,PPL,CN,449325,Asia/Shanghai
42859,2038120,Chaoyang,Chaoyang,41.57028,120.45861,PPLA2,CN,410005,Asia/Shanghai
42872,2038180,Changchun,Changchun,43.88,125.32278,PPLA,CN,4714996,Asia/Shanghai
42895,2038300,Benxi,Benxi,41.28861,123.765,PPL,CN,987717,Asia/Shanghai
42903,2038342,Beipiao,Beipiao,41.79194,120.77917,PPL,CN,190315,Asia/Shanghai
42907,2038365,Bei’an,Bei'an,48.26667,126.6,PPL,CN,436444,Asia/Shanghai
42921,2038432,Baotou,Baotou,40.6516,109.84389,PPL,CN,2150000,Asia/Shanghai
42925,2038438,Baoshan,Baoshan,46.57472,131.39318,PPLA3,CN,123791,Asia/Shanghai
42948,2038569,Baicheng,Baicheng,45.61751,122.83302,PPLA2,CN,316970,Asia/Shanghai
42951,2038584,Baishan,Baishan,41.93853,126.41965,PPLA2,CN,183880,Asia/Shanghai
42957,2038632,Anshan,Anshan,41.12361,122.99,PPL,CN,1450000,Asia/Shanghai
42961,2038650,Anda,Anda,46.44867,125.30161,PPLA3,CN,181271,Asia/Shanghai
42966,2038670,Aihui,Aihui,49.97946,127.48119,PPLA4,CN,192764,Asia/Shanghai
